Band_URL;Artist_URL;isActive
http://dbpedia.org/resource/Rockapella;http://dbpedia.org/resource/Barry_Carl;False
http://dbpedia.org/resource/Rockapella;http://dbpedia.org/resource/George_Baldi_III;False
http://dbpedia.org/resource/Rockapella;http://dbpedia.org/resource/Sean_Altman;False
http://dbpedia.org/resource/Panic!_at_the_Disco;http://dbpedia.org/resource/Ryan_Ross;False
http://dbpedia.org/resource/Panic!_at_the_Disco;http://dbpedia.org/resource/Spencer_Smith_(musician);False
http://dbpedia.org/resource/Panic!_at_the_Disco;http://dbpedia.org/resource/Jon_Walker;False
http://dbpedia.org/resource/Bomfunk_MC's;http://dbpedia.org/resource/Raymond_Ebanks;False
http://dbpedia.org/resource/King_Kobra;http://dbpedia.org/resource/Kelly_Keeling;False
http://dbpedia.org/resource/King_Kobra;http://dbpedia.org/resource/Johnny_Edwards_(musician);False
http://dbpedia.org/resource/King_Kobra;http://dbpedia.org/resource/Marcie_Free;False
http://dbpedia.org/resource/Disappear_Fear;http://dbpedia.org/resource/Don_Conoscenti;False
http://dbpedia.org/resource/Disappear_Fear;http://dbpedia.org/resource/John_Grant_(musician);False
http://dbpedia.org/resource/The_U-Men;http://dbpedia.org/resource/Tom_Hazelmyer;False
http://dbpedia.org/resource/Furslide;http://dbpedia.org/resource/Jason_Lader;False
http://dbpedia.org/resource/Furslide;http://dbpedia.org/resource/Adam_MacDougall_(musician);False
http://dbpedia.org/resource/Jewelry_(band);http://dbpedia.org/resource/Park_Jung-ah;False
http://dbpedia.org/resource/Jewelry_(band);http://dbpedia.org/resource/Kim_Ye-won_(singer);False
http://dbpedia.org/resource/Jewelry_(band);http://dbpedia.org/resource/Seo_In-young;False
http://dbpedia.org/resource/Jewelry_(band);http://dbpedia.org/resource/Lee_Ji-hyun_(actress);False
http://dbpedia.org/resource/Laughing_Hyenas;http://dbpedia.org/resource/John_Brannon;False
http://dbpedia.org/resource/Laughing_Hyenas;http://dbpedia.org/resource/Jim_Kimball;False
